Index,야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,부지면적,건축연면적,1일최대수용인원수,주차장면수,편의시설,안전시설,기타부대시설,이용시간,이용요금,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
1620,덕산국민여가캠핑장,야영장,37.717808,126.380259,,인천광역시 강화군 내가면 고천리 산 494번지,032-930-7056,63,29990,469.88,252,68,상수도+전기+화장실+취사시설+샤워실+놀이시설,소화기+대피공간+방송장비,종합놀이대+그네+시소+공중줄타기,,,032-930-7056,강화시설관리공단,2019-09-20,3570000,인천광역시 강화군
1621,하랑캠핑장,야영장,37.712831,126.390011,,인천광역시 강화군 내가면 고천리 1259-14번지,032-000-0000,20,2402,29.61,80,10,상수도+전기+화장실+취사시설+샤워실,소화기+대피공간+방송장비,,,,032-000-0000,오원근,2019-09-20,3570000,인천광역시 강화군
1622,바다로글램핑,야영장,37.62226,126.376181,,인천광역시 강화군 화도면 장화리 467-3번지 외 2필지,032-000-0000,2,2140.7,99.6,40,10,상수도+전기+화장실+취사시설+샤워실,소화기+대피공간+방송장비,,,,032-000-0000,조재중,2019-09-20,3570000,인천광역시 강화군
1623,프랭클리 글램핑,야영장,37.729151,126.450564,,인천광역시 강화군 선원면 선행리 492-5번지,032-933-0118,1,2874,0,20,20,전기시설+화장실+취사시설+샤워실,소화기+대피공간+방송장비,글램핑 5개,,,032-933-0118,김정록,2019-09-20,3570000,인천광역시 강화군
1624,검디 관광농원 야영장,자동차야영장,37.58769,126.513889,,인천광역시 강화군 길상면 동검리 127-18번지,032-000-0000,32,14087,257.4,96,15,상수도+전기시설+화장실,소화기+대피공간+방송장비,,,,032-000-0000,이원섭,2019-09-20,3570000,인천광역시 강화군
1625,햇솔 오토 캠핑장,자동차야영장,37.60769,126.483307,,인천광역시 강화군 길상면 선두리 907-3번지,032-000-0000,16,6786,104.91,64,16,상수도+전기시설+화장실+취사시설+샤워실,소화기+대피공간+방송장비,,,,032-000-0000,유세종,2019-09-20,3570000,인천광역시 강화군
1626,씨사이드힐캠핑장,자동차야영장,37.634865,126.375362,,인천광역시 강화군 화도면 내리 2165-18번지,032-000-0000,20,3075,198.06,50,0,상수도+전기시설+화장실+취사시설+샤워실,소화기,,,,032-000-0000,이두재,2019-09-20,3570000,인천광역시 강화군
1627,바다애오토캠핑장,자동차야영장,37.623573,126.380142,,인천광역시 강화군 화도면 장화리 474번지,032-000-0000,20,1277,96.12,0,0,상수도+전기시설+화장실+샤워실+취사대,소화기+대피공간+방송장비,,,,032-000-0000,조이환,2019-09-20,3570000,인천광역시 강화군
1628,연개소문관광농원캠핑,자동차야영장,37.755455,126.408536,,인천광역시 강화군 하점면 신삼리 177-3번지,032-000-0000,6,1000,99,24,6,상수도+전기시설+화장실+취사시설+샤워실,소화기+대피공간+방송장비,,,,032-000-0000,김현주,2019-09-20,3570000,인천광역시 강화군
1629,아르보리아파크 캠핑장,자동차야영장,37.611675,126.507849,,인천광역시 강화군 길상면 장흥리 211-75번지,032-000-0000,6,4376,114.24,30,1,상수도+전기시설+화장실+취사시설+샤워실,소화기+대피공간+방송장비,,,,032-000-0000,김상식,2019-09-20,3570000,인천광역시 강화군
1630,화도 청소년야영장,야영장,37.59554429,126.4481039,인천광역시 강화군 화도면 해안남로 1588,인천광역시 강화군 화도면 동막리 66-23,032-000-0000,1,6690,491,100,10,취사장,대피동,관리동,,5만원,032-930-3583,사회복지과,2019-09-20,3570000,인천광역시 강화군
1631,동막리 청소년야영장,야영장,37.59591794,126.4478566,인천광역시 강화군 화도면 해안남로 1588-16,인천광역시 강화군 화도면 동막리 66-68,032-000-0000,1,1110,423,100,10,취사장,대피동,관리동,,5만원,032-930-3583,사회복지과,2019-09-20,3570000,인천광역시 강화군
1632,아빠랑놀자,야영장,35.41685337,128.1553492,경상남도 합천군 삼가면 동리외초길 223,,000-0000-0000,20,10503,880.24,100,40,전기시설+상하수도시설,소화기,,24시간,,055-930-3753,합천군청,2019-09-20,5480000,경상남도 합천군
1633,마리원관광농원캠핑장,야영장,37.615474,126.509899,,인천광역시 강화군 길상면 장흥리 206-3외 2필,032-000-0000,22,1073,70.2,50,15,상하수도+전기시설+화장실+취사시설+샤워실,소화기+대피공간+방송장비,,,,032-000-0000,김동기,2019-09-20,3570000,인천광역시 강화군
1634,동검도노을캠핑장,야영장,37.58805926,126.509906,,"인천광역시 강화군 길상면 동검리 589-14, 165-1",032-000-0000,24,3114,278,96,0,상하수도+전기시설+화장실+취사시설+샤워실,소화기+대피공간+방송장비,,,,032-000-0000,안숙영,2019-09-20,3570000,인천광역시 강화군
1635,얏호캠핑장,야영장,37.58676812,126.5108969,,인천광역시 강화군 길상면 동검길 159-27,032-000-0000,6,1197,99.88,30,4,전기시설+화장실+취사시설+샤워실,소화기+대피공간+방송장비,,,,032-000-0000,김경숙,2019-09-20,3570000,인천광역시 강화군
1636,쥬라기카라반,야영장,37.601517,126.49631,인천광역시 강화군 길상면 해안남로 627-5,,032-000-0000,2,2128,115.36,40,11,상수도+전기시설+화장실+취사시설+샤워실,소화기+대피공간+방송장비,카라반 15대,,,032-000-0000,이경자,2019-09-20,3570000,인천광역시 강화군
1637,문라이트캠핑장,야영장,37.601778,126.493024,인천광역시 강화군 길상면 해안남로 654,,032-000-0000,9,993,131.06,36,14,상수도+전기시설+화장실+취사시설+샤워실,소화기+대피공간+방송장비,,,,032-000-0000,최정선,2019-09-20,3570000,인천광역시 강화군
1638,오크힐글램핑,야영장,37.60435945,126.4108262,인천광역시 강화군 화도면 해안남로 1998번길 8-28,,032-000-0000,1,2809,75,52,10,상수도+전기시설+화장실+취사시설+샤워실,소화기+대피공간+방송장비,,,,032-000-0000,김낙흥,2019-09-20,3570000,인천광역시 강화군
1639,강화캠핑파크,야영장,37.62655256,126.5163139,인천광역시 강화군 길상면 신촌로146번길 14-11,,032-000-0000,28,8939,451.36,112,33,상수도+전기시설+화장실+취사시,소화기+대피공간+방송장비,,,,032-000-0000,박양석,2019-09-20,3570000,인천광역시 강화군
1640,더숲캠핑장,야영장,37.62835344,126.4874902,,인천광역시 강화군 길상면 선두리 93-38,032-000-0000,10,2637,98.2,0,0,상수도+전기시설+화장실+취사시설+샤워실,소화기+대피공간+방송장비,,,,032-000-0000,이운정,2019-09-20,3570000,인천광역시 강화군
1641,강화도아침숲속캠핑장,야영장,37.61448741,126.4784177,인천광역시 강화군 길상면 해안남로 860-2,,032-000-0000,34,4959,359,150,34,상수도+전기시설+화장실+샤워실,소화기+대피공간+방송장비,,,,032-000-0000,유환권,2019-09-20,3570000,인천광역시 강화군
1642,함허동천 야영장,야영장,37.611655,126.452778,,인천광역시 강화군 화도면 사기리 340-5번지,032-930-7000,144,67966,908.39,576,478,상수도+전기시설+화장실+취사시설+샤워실,소화기+대피공간+방송장비,,,,032-930-7000,강화시설관리공단,2019-09-20,3570000,인천광역시 강화군
1643,행복한 소풍 야영장,야영장,37.639433,126.40068,,인천광역시 강화군 화도면 내리 1498-1번지,032-000-0000,37,2980,226.83,148,6,상수도+전기시설+화장실+취사시설+샤워실,소화기+대피공간+방송장비,,,,032-000-0000,임옥자,2019-09-20,3570000,인천광역시 강화군
1644,강화캐라반캠핑장,야영장,37.624587,126.534982,,인천광역시 강화군 길상면 초지리 1320-1번지,023-392-4801,1,11229,276.26,144,50,상하수도+전기시설+화장실+취사시설+샤워실,소화기+대피공간+방송장비,카라반 36개,,,023-392-4801,ULP주식회사,2019-09-20,3570000,인천광역시 강화군
1645,민머루잼머,야영장,37.67187,126.339838,,인천광역시 강화군 삼산면 매음리 897-2번지,032-000-0000,1,817,8.8,24,6,상수도+전기시설+화장실,소화기+대피공간+방송장비,카라반 6개,,,032-000-0000,이효선,2019-09-20,3570000,인천광역시 강화군
1646,헬로카라반,야영장,37.65339195,126.3363741,,인천광역시 강화군 삼산면 매음리 897,032-000-0000,1,1226,32,24,6,상수도+전기시설+화장실,소화기+대피공간+방송장비,카라반 6대,,,032-000-0000,진용환,2019-09-20,3570000,인천광역시 강화군
1647,석모도부자캠핑장,야영장,37.74294341,126.3082092,,인천광역시 강화군 삼산면 상리 12-2,032-933-5098,19,4155,150.06,100,19,전기시설+화장실+취사시설+샤워실,소화기+대피공간+방송장비,매점,,,032-933-5098,김완배,2019-09-20,3570000,인천광역시 강화군
1648,뮤즈캠핑장,야영장,37.737914,126.445236,,인천광역시 강화군 강화읍 국화리 740번지 15,032-934-0110,25,5460,99.9,100,15,상수도+전기시설+화장실+취사시설+샤워실,소화기+대피공간+방송장비,,,,032-934-0110,전애자,2019-09-20,3570000,인천광역시 강화군
1649,힐링캠프캠핑장,야영장,37.623661,126.391265,,인천광역시 강화군 화도면 장화리 511-1번지,032-000-0000,9,4669.8,148.77,36,8,상수도+전기+화장실+취사시설+샤워실,소화기+대피공간+방송장비,,,,032-000-0000,서덕희,2019-09-20,3570000,인천광역시 강화군
1650,렛츠고강화캠핑,야영장,37.621052,126.406685,,인천광역시 강화군 화도면 장화리 946-18번지 외 3필지,032-000-0000,30,2122,205.11,100,0,상수도+전기시설+화장실+취사시설+샤워실,소화기+방송장비,,,,032-000-0000,박래남,2019-09-20,3570000,인천광역시 강화군
1651,강화도산들애농원 캠핑장,야영장,37.741399,126.460348,,인천광역시 강화군 강화읍 국화리 344-1번지,032-000-0000,12,4990,272,54,5,상수도+전기시설+화장실+취사시설+샤워실,소화기+방송장비,수영장+창고+모래놀이터,,,032-000-0000,전순희,2019-09-20,3570000,인천광역시 강화군
1652,에코야영장,야영장,37.607631,126.479545,,인천광역시 강화군 길상면 선두리 892-30번지,032-000-0000,5,453,4,0,0,상수도+전기시설+화장실+취사시설+샤워실,소화기+대피공간+방송장비,,,,032-000-0000,이영운,2019-09-20,3570000,인천광역시 강화군
1653,칼봉산카라반캠핑장,야영장,37.8272509,127.4824771,경기도 가평군 가평읍 경반안로 229,경기도 가평군 가평읍 경반리 515외 2필지,000-0000-0000,10,4748,,40,3,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1654,위크팜글램핑,야영장,37.81801665,127.3257304,경기도 가평군 상면 원흥길 37-6,"경기도 가평군 상면 태봉리 249-8, 250-2번지",000-0000-0000,6,1481,,24,2,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1655,청평다감캠핑장,야영장,37.7105781,127.4819743,경기도 가평군 청평면 호반로 886,경기도 가평군 청평면 고성리 786-19,000-0000-0000,5,813,,20,2,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1656,㈜캠프통,야영장,37.71055614,127.4844312,경기도 가평군 청평면 호반로 976,경기도 가평군 청평면 고성리 761-6,000-0000-0000,10,1979,,40,3,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1657,계곡풍경캠핑장,야영장,37.95305252,127.4753468,경기도 가평군 북면 가화로 2389-34,경기도 가평군 북면 도대리 336-21,000-0000-0000,6,1653,,24,2,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1658,명지산카라반오토캠핑장,야영장,37.9813799,127.4476109,경기도 가평군 북면 가화로 2932-23,경기도 가평군 북면 적목리 75,000-0000-0000,21,19187,,84,7,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1659,보리산 캠핑장,야영장,37.6691075,127.5373536,경기도 가평군 설악면 한서로 421-259,경기도 가평군 설악면 위곡리 33-4,031-585-6050,6,4002,,24,2,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1660,와이캠핑장,야영장,37.73171017,127.4247814,경기도 가평군 청평면 강변로 115,경기도 가평군 청평면 청평리 134-9,000-0000-0000,13,12619,,52,4,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1661,지지밸리야영장,야영장,37.61662105,127.4921891,경기도 가평군 설악면 유명로 794-46,경기도 가평군 설악면 방일리 545-4번지외 5필지,000-0000-0000,11,4960,,44,4,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1662,리즈밸리,야영장,37.5917039,127.5126776,경기도 가평군 설악면 어비산길 201-34,경기도 가평군 설악면 가일리 40번지외 6필지,000-0000-0000,14,3474,,56,5,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1663,무지개 서는 마을,야영장,37.9094898,127.4941608,경기도 가평군 북면 가화로 1725,경기도 가평군 북면 도대리 72-7,000-0000-0000,24,4980,,96,8,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1664,유명산 라온캠핑장,야영장,37.59188584,127.485509,경기도 가평군 설악면 유명산길 124-29,"경기도 가평군 설악면 가일리 237-2,4,5,238-1,2,3",000-0000-0000,30,3339,,120,10,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1665,별빛오토캠핑장,야영장,37.64761924,127.5005249,경기도 가평군 설악면 묵안로 219-15,경기도 가평군 설악면 엄소리 75,000-0000-0000,40,6194,,160,13,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1666,포시즌캠핑장,야영장,37.8271751,127.320205,경기도 가평군 청평면 청군로 1640,경기도 가평군 상면 태봉리 535,000-0000-0000,9,2889,,36,3,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1667,힐조캠핑장,야영장,37.7626564,127.3618546,경기도 가평군 상면 수목원로164번길 16,경기도 가평군 상면 행현리 431,000-0000-0000,8,3720,,32,3,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1668,플로렌스 글램핑&캠핑,야영장,37.8928634,127.5505021,경기도 가평군 북면 보안벚꽃길 54,경기도 가평군 북면 목동리 1077-2,000-0000-0000,2,996,,8,1,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1669,가평행복마을,야영장,37.7806554,127.371353,경기도 가평군 상면 청군로 776-22,경기도 가평군 상면 임초리 477-1,031-585-8686,14,2714,,56,5,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1670,청평힐리조트,자동차야영장,37.6817488,127.3855262,경기도 가평군 청평면 북한강로 1841-12,경기도 가평군 청평면 삼회리 309-12,031-584-8777,23,9438,,92,8,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1671,포시즌캠핑장,야영장,37.9447172,127.5373758,경기도 가평군 북면 화악산로 1039-7,경기도 가평군 북면 화악리 834-33외 3필지,000-0000-0000,27,3555,,108,9,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1672,명돈골캠핑장,야영장,37.9674358,127.4587681,경기도 가평군 북면 논남기길 19-36 명돈골레저유원지,경기도 가평군 북면 도대리 534-1외2필지,000-0000-0000,8,2726,,32,3,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1673,바다가 보이는 부산항 힐링 야영장,자동차야영장,35.11340698,129.0496648,부산광역시 동구 초량동 1185-1,부산광역시 동구 초량동 1185-1,051-400-1205,24,,318,96,,"상하수도시설,화장실,샤워실","소화기,확성기 등 방송시설","흔들그네,미니도서관 등",,,051-400-1205,부산항만공사,2019-08-14,3270000,부산광역시 동구
1674,봉무공원야영장,야영장,35.92017148,128.649974,대구광역시 동구 팔공로 50길 66,대구광역시 동구 봉무동 496-3,053-662-3547,21,3600,77,84,312,화장실+취사시설+상하수도,"소화기,잔불처리시설,방송시설",-,시간제한없음,0,053-662-3547,대구광역시 동구청,2019-11-17,3420000,대구광역시 동구
1675,㈜자연에너지 드림랜드 오토캠핑장,자동차야영장,35.98441888,129.0002408,경상북도 영천시 고경면 고도길 38,,054-335-4500,113,5000,2460,1,,"상하수도, 전기, 화장실, 취사, 샤워실","소화기, 확성기, 안전게시물, 대피공간, 관리요원",물놀이시설,,,054-330-6582,경상북도 영천시청,2019-10-28,5100000,경상북도 영천시
1676,늘푸른체험학교캠핑장,자동차야영장,35.858264,128.9197929,경상북도 영천시 대창면 영지길 100,,054-337-1789,40,11460,695.6,1,,"상하수도, 전기, 화장실, 취사, 샤워실","소화기, 확성기, 안전게시물, 대피공간, 관리요원",,,,054-330-6582,경상북도 영천시청,2019-10-28,5100000,경상북도 영천시
1677,영천시공예촌캠핑체험장,자동차야영장,36.07948733,129.0178893,경상북도 영천시 자양면 포은로 1625-11,,054-332-0027,35,18681,866,1,,"상하수도, 전기, 화장실, 취사, 샤워실","소화기, 확성기, 안전게시물, 대피공간, 관리요원",,,,054-330-6582,경상북도 영천시청,2019-10-28,5100000,경상북도 영천시
1678,은해로운 캠핑장,자동차야영장,35.99077651,128.8003119,경상북도 영천시 청통면 대동로 423(체험학습관),,054-336-8083,14,9020,863,1,,"상하수도, 전기, 화장실, 취사, 샤워실","소화기, 확성기, 안전게시물, 대피공간, 관리요원",족구장,,,054-330-6582,경상북도 영천시청,2019-10-28,5100000,경상북도 영천시
1679,별빛야영장,자동차야영장,36.1402854,128.9967122,경상북도 영천시 화북면 별빛로 681-32,,054-330-6400,30,5233,49,1,,"상하수도, 전기, 화장실, 취사, 샤워실","소화기, 확성기, 안전게시물, 대피공간, 관리요원",,,,054-330-6582,경상북도 영천시청,2019-10-28,5100000,경상북도 영천시
1680,천문대 별빛정원,야영장,36.15094609,128.9966857,경상북도 영천시 화북면 정각길 150,,054-337-1826,5,1487,117.29,1,,"상하수도, 전기, 화장실, 취사, 샤워실","소화기, 확성기, 안전게시물, 대피공간, 관리요원",,,,054-330-6582,경상북도 영천시청,2019-10-28,5100000,경상북도 영천시
1681,구룡산 오토캠핑장,야영장,35.85320369,128.989443,경상북도 영천시 북안면 상리중앙길 50-21,,070-7782-8343,3,550,96,1,,"상하수도, 전기, 화장실, 취사, 샤워실","소화기, 확성기, 안전게시물, 대피공간, 관리요원",,,,054-330-6582,경상북도 영천시청,2019-10-28,5100000,경상북도 영천시
1682,별밤글램핑,야영장,36.04524614,128.9884203,경상북도 영천시 임고면 포은로 814,,054-337-2008,3,495,132,1,,"상하수도, 전기, 화장실, 취사, 샤워실","소화기, 확성기, 안전게시물, 대피공간, 관리요원",,,,054-330-6582,경상북도 영천시청,2019-10-28,5100000,경상북도 영천시
1683,오도산자연휴양림,야영장,35.66904355,128.0538747,경상남도 합천군 봉산면 오도산휴양로 398,,055-930-3733,67,2900806,735.7,1000,400,전기시설+상하수도시설+방송시설,소화기,"숲속의 집, 청소년수련관",24시간,,055-930-3753,합천군청,2019-09-20,5480000,경상남도 합천군
1684,바람흔적미술관글램핑,야영장,35.4593389,128.0050693,경상남도 합천군 가회면 대기1길 15-9,,000-0000-0000,19,2618,186,36,20,전기시설+상하수도시설,소화기,,24시간,,055-930-3753,합천군청,2019-09-20,5480000,경상남도 합천군
1685,합천라온오토캠핑장,자동차야영장,35.5522706,128.0560188,경상남도 합천군 용주면 가호월평길 2,,000-0000-0000,17,4907,91.2,90,24,전기시설+상하수도시설,소화기,수영장,24시간,,055-930-3753,합천군청,2019-09-20,5480000,경상남도 합천군
1686,대기농촌체험휴양마을,야영장,35.46270582,128.002043,경상남도 합천군 가회면 대기2길 17,,055-931-1313,7,8163,1728.8,30,50,전기시설+상하수도시설,소화기,"야외무대, 수영장",24시간,,055-930-3753,합천군청,2019-09-20,5480000,경상남도 합천군
1687,소리길 오토캠핑장,자동차야영장,35.77524891,128.1272774,경상남도 합천군 가야면 매화산로 670,,000-0000-0000,48,9965,285.66,180,60,전기시설+상하수도시설,소화기,,24시간,,055-930-3753,합천군청,2019-09-20,5480000,경상남도 합천군
1688,합천 아마존 오토캠핑장,자동차야영장,35.508541,128.0148707,경상남도 합천군 대병면 석장1길 61-15,,000-0000-0000,18,8302,630.34,72,28,전기시설+상하수도시설,소화기,샤워시설 남녀 각1동,24시간,,055-930-3753,합천군청,2019-09-20,5480000,경상남도 합천군
1689,개금불 어뮤니티,야영장,35.63464054,128.1105594,경상남도 합천군 묘산면 봉곡1길 24-11,,000-0000-0000,7,1947,70.56,28,7,전기시설+상하수도시설,소화기,,24시간,,055-930-3753,합천군청,2019-09-20,5480000,경상남도 합천군
1690,가야권역 소리마실 영농조합법인,자동차야영장,35.77246929,128.128828,경상남도 합천군 가야면 가야산로 1267,,055-934-2221,42,5900,549.85,100,21,전기시설+상하수도시설,소화기,cctv 시설,24시간,,055-930-3753,합천군청,2019-09-20,5480000,경상남도 합천군
1691,삼정 야영장,야영장,35.78349629,128.085395,경상남도 합천군 가야면 치인리 산16-1,경상남도 합천군 가야면 치인리 산16-1,055-930-8040,26,5000,,104,27,전기시설+상하수도시설,소화기,"cctv 2대, 야영장 관리사",24시간,,055-930-3753,합천군청,2019-09-20,5480000,경상남도 합천군
1692,치인 야영장,야영장,35.78349629,128.085395,경상남도 합천군 가야면 치인리 산16-1,경상남도 합천군 가야면 치인리 산16-1,055-930-8040,26,5000,,104,27,전기시설+상하수도시설,소화기,"cctv 2대, 야영장 관리사",24시간,,055-930-3753,합천군청,2019-09-20,5480000,경상남도 합천군
1693,합천휴테마파크,야영장,35.549615,128.0566767,경상남도 합천군 용주면 영상로 172,,000-0000-0000,21,11216,479.76,130,30,전기시설+상하수도시설,소화기,"수영장, 트램프린",24시간,,055-930-3753,합천군청,2019-09-20,5480000,경상남도 합천군
1694,수피아관광농원,야영장,35.57318485,128.0558299,경상남도 합천군 봉산면 합천호반로 954,,000-0000-0000,10,4681,211.18,30,10,전기시설+상하수도시설,소화기,,24시간,,055-930-3753,합천군청,2019-09-20,5480000,경상남도 합천군
1695,대장경오토캠핑장,자동차야영장,35.76613334,128.1322242,경상남도 합천군 가야면 야천리 896,경상남도 합천군 가야면 야천리 896,055-930-4786,46,21824,304.58,184,184,전기시설+상하수도시설+방송시설,소화기,"취사장, 샤워장, 방송실",24시간,,055-930-3753,합천군청,2019-09-20,5480000,경상남도 합천군
1696,영천솔롱고글램핑,야영장,35.9018374,128.9259764,경상북도 영천시 금호읍 칠백로 436,,054-338-0146,15,5267,443,1,,"상하수도, 전기, 화장실, 취사, 샤워실","소화기, 확성기, 안전게시물, 대피공간, 관리요원",,,,054-330-6582,경상북도 영천시청,2019-10-28,5100000,경상북도 영천시
1697,오각놀이공원,야영장,36.10131698,128.8640332,경상북도 영천시 화남면 용구길 21,,054-337-5959,30,9022,648.6,1,,"상하수도, 전기, 화장실, 취사, 샤워실","소화기, 확성기, 안전게시물, 대피공간, 관리요원",,,,054-330-6582,경상북도 영천시청,2019-10-28,5100000,경상북도 영천시
1698,스타글램핑,야영장,35.97955124,128.8266153,경상북도 영천시 청통면 구정길 53-77,,000-000-0000,13,3640,286,1,,"상하수도, 전기, 화장실, 취사, 샤워실","소화기, 확성기, 안전게시물, 대피공간, 관리요원",족구장,,,054-330-6582,경상북도 영천시청,2019-10-28,5100000,경상북도 영천시
1699,삼밭골글램핑,야영장,35.98931404,128.9396454,경상북도 영천시 삼밭골길 107,,054-331-5583,10,3300,250,1,,"상하수도, 전기, 화장실, 취사, 샤워실","소화기, 확성기, 안전게시물, 대피공간, 관리요원",,,,054-330-6582,경상북도 영천시청,2019-10-28,5100000,경상북도 영천시
1700,키즈팜야영장(금박산관광농원),야영장,35.8746434,128.8913444,,경상북도 영천시 대창면 대창리 969-3,000-000-0000,15,5693,366.28,1,,"상하수도, 전기, 화장실, 취사, 샤워실","소화기, 확성기, 안전게시물, 대피공간, 관리요원",,,,054-330-6582,경상북도 영천시청,2019-10-28,5100000,경상북도 영천시
1701,글램코티지,야영장,35.9943359,128.9629828,,경상북도 영천시 임고면 매호리 574-4,054-927-0077,10,3703,96,1,,"상하수도, 전기, 화장실, 취사, 샤워실","소화기, 확성기, 안전게시물, 대피공간, 관리요원",,,,054-330-6582,경상북도 영천시청,2019-10-28,5100000,경상북도 영천시
1702,주노글램핑,야영장,36.13707969,128.998698,,경상북도 영천시 자양면 보현리 2681-3,054-338-9700,5,1474,49.5,1,,"상하수도, 전기, 화장실, 취사, 샤워실","소화기, 확성기, 안전게시물, 대피공간, 관리요원",물놀이시설,,,054-330-6583,경상북도 영천시청,2019-10-28,5100000,경상북도 영천시
1703,㈜오리장림관광농원자동차야영장,자동차야영장,36.10067912,128.9118197,,경상북도 영천시 화북면 자천리 2212,054-000-0000,7,2260,168,1,,"상하수도, 전기, 화장실, 취사, 샤워실","소화기, 확성기, 안전게시물, 대피공간, 관리요원",,,,054-330-6582,경상북도 영천시청,2019-10-28,5100000,경상북도 영천시
1704,치산관광지 캠핑장,자동차야영장,36.04914132,128.7128086,경상북도 영천시 신녕면 치산관광길 263,,054-330-6470,28,20000,240,1,,"상하수도, 전기, 화장실, 취사, 샤워실","소화기, 확성기, 안전게시물, 대피공간, 관리요원",,,,054-330-6582,경상북도 영천시청,2019-10-28,5100000,경상북도 영천시
1705,꾸러기캠핑장,야영장,35.11558281,128.1827144,경상남도 진주시 금곡면 검암길 31 (금곡초등학교),경상남도 진주시 금곡면 동례리 886,055-754-2187,34,11994,948.81,136,40,화장실+샤워장+개수대,대피소+소화기,숯+잔불 처리시설,00:00~24:00,30000,055-749-8591,진주시청,2019-10-30,5310000,경상남도 진주시
1706,도토리캠프,야영장,35.27655459,128.0388558,경상남도 진주시 명석면 광제산로 737,경상남도 진주시 명석면 계원리 174-1,055-749-8598,36,10974,700.1,144,40,화장실+샤워장+개수대,대피소+소화기,숯+잔불 처리시설+실내축구장+도서관+체험실+매점,00:00~24:00,33000,055-749-8591,진주시청,2019-10-30,5310000,경상남도 진주시
1707,생각나무자연학교,야영장,35.29180565,128.1299921,경상남도 진주시 미천면 어옥로 3,경상남도 진주시 미천면 오방리 141-4,055-794-1288,39,12913,427,160,50,화장실+샤워장+개수대,대피소+소화기,숯+잔불 처리시설+수영장시설(이동식)+체험실+매점+키즈방+도서관,00:00~24:00,30000,055-749-8591,진주시청,2019-10-30,5310000,경상남도 진주시
